source_id,r_lo,r_hi,n_points,hamiltonian_residual_mean,hamiltonian_residual_p95_abs,abs_weyl_mean,abs_weyl_p95_abs,ricci_trace_mean,ricci_trace_p95_abs,eigen_gap_mean,eigen_gap_p95_abs
B12,4.0,8.0,554,7.274804432728887e-05,0.00019852963669109158,0.001028547161813516,0.0014714603894390168,0.0030649861960507095,0.005340148671530187,0.36076947088968614,0.4635810852050781
B12,8.0,12.0,1501,6.793704426788098e-05,0.00016032530402299017,0.0010633209704470788,0.00187686865683645,0.0002890520238298306,0.0011792079312726855,0.3197473702701713,0.4705943167209625
B12,12.0,16.0,2950,4.3384773888938416e-05,0.00016896864035515925,0.000840071373973318,0.0028128169011324643,4.424770139007371e-05,0.00017839954671217123,0.275488030923236,0.4572898685932159
B12,16.0,20.0,4766,6.272007002028136e-05,0.0002928205140051432,0.0009214581547226055,0.003336323075927794,0.00042761944995956913,0.001561902929097414,0.26871642443520893,0.4617169722914696
B12,20.0,24.0,6466,0.0001028414919546436,0.0004059417260577902,0.0009677347259590697,0.0033100569853559136,0.000726100797585039,0.003131466917693615,0.30383883028630787,0.47501134127378464
B12,24.0,28.0,8527,7.156170263049647e-05,0.0003336537425639104,0.0009018055534222795,0.003273754776455462,0.0003580347158124413,0.002238969109021126,0.32329593994238315,0.47415525615215304
B12,28.0,32.0,10712,5.373992529715911e-05,0.0002262848189275226,0.0007167603449085059,0.0027771012159064413,0.00036279027173479226,0.0008103918633423724,0.3307503639519017,0.47524298727512354
B12,32.0,36.0,13014,3.7403123367419335e-05,0.00018014796296483807,0.0006342039992024623,0.002379772486165163,0.00023608271290007958,0.0007281073194462749,0.333016504196718,0.4801308885216713
B12,36.0,40.0,15787,3.656615733258675e-05,0.00016170646849786842,0.0006154408323158864,0.002067566756159066,0.00019478102471592835,0.0005921726231463248,0.3245979657117554,0.47762987613677976
B12,40.0,44.0,17618,5.1351392313522926e-05,0.00019431709006312254,0.0006435631474178756,0.0025643076165579193,0.00035654569410403705,0.0012945772614330003,0.3190200112407249,0.48163679987192154
B12,44.0,48.0,18119,5.072529655274263e-05,0.00020466528367251121,0.0006480049545597872,0.0028847985202446577,0.0003637672416698535,0.0009845879394561015,0.3146347633839911,0.4837229967117309
B13,0.0,4.0,81,0.0015497645147627703,0.003074225038290024,0.002079529063467132,0.0029712042305618525,0.020539785804295982,0.02729830890893936,0.43881670817916774,0.4856128990650177
B13,4.0,8.0,557,0.00027012735728198,0.0006314821424894032,0.003547595110780407,0.003819654369726777,0.005277263534508639,0.013047367148101327,0.46597070004824465,0.490921413898468
B13,8.0,12.0,1502,0.0001652408697307658,0.0005158625135663898,0.0019530933170508688,0.0031028773286379875,8.0566207933554e-05,0.0006007779418723661,0.44423539777808435,0.4873709589242935
B13,12.0,16.0,2819,4.3664395231387834e-05,0.00010436410448164678,0.000795408664711045,0.001171016343869269,-1.6839309986145496e-05,0.00010436383963678962,0.38236127765799055,0.4740873873233795
B13,16.0,20.0,4114,1.4782534081214741e-05,5.657277197315125e-05,0.00038825188357075475,0.0006325673020910472,-1.787645090145188e-07,5.657297624566126e-05,0.32037514642923154,0.45759555548429487
B13,20.0,24.0,5300,1.068494711838775e-05,5.087157132948051e-05,0.00025696285134266494,0.0005207100883126262,8.530267328440695e-06,5.3237176871334675e-05,0.25972991972500237,0.44721024185419084
B13,24.0,28.0,6422,9.747847164901501e-06,4.179370298516002e-05,0.00024886946719653025,0.0008636356040369703,7.184875455460227e-05,5.770412226411278e-05,0.2584179161156615,0.4507708996534347
B13,28.0,32.0,7662,1.8152970809458415e-05,9.008936031023041e-05,0.0003436876263002277,0.0011276054719928652,0.00014420382021525918,0.0003197821584762991,0.2601652134819821,0.44873689264059063
B13,32.0,36.0,8886,2.9571585609572938e-05,0.0001511370028310921,0.0005270836266732747,0.00203666411107406,0.00022331721545761616,0.0010056782921310514,0.28107651814155205,0.4665989652276039
B13,36.0,40.0,9582,5.065275827619245e-05,0.00021782586627523394,0.0007611280005178206,0.0029583569499663995,0.00041463596965529963,0.002285853622015551,0.2991680582058683,0.4754421100020408
B13,40.0,44.0,10340,7.838523854580843e-05,0.00034605664695845894,0.0009081706643160059,0.0032408325583674,0.0005770529847103616,0.0034178159548901013,0.31091262629924027,0.480352109670639
B13,44.0,48.0,11398,7.19890621242567e-05,0.0003525478896335697,0.0009391213050782962,0.004009205056354401,0.0004726122881389031,0.002609349670819937,0.31482895511505515,0.4791655197739601
B14,0.0,4.0,72,0.0029992311236936883,0.009706074930727485,0.005419867444692904,0.0073314129142090685,0.03207110404036939,0.04910515751689673,0.4184998729162746,0.4799687147140503
B14,4.0,8.0,555,0.0006852292563658503,0.0014320677844807499,0.006344551063637744,0.007788200723007321,0.004634371947463683,0.016834895499050612,0.44944948613106667,0.4893010586500168
B14,8.0,12.0,1506,0.00023938362536455693,0.0007716626423643902,0.002444771924209169,0.004060521838255227,-6.812611243276856e-05,0.0007716624677414075,0.4111934051492436,0.49373455345630646
B14,12.0,16.0,2560,3.886916700658709e-05,0.0001234211085829882,0.0009692710051808717,0.0015686687082052222,3.886809155423388e-06,0.00012342133923084456,0.3670399185659193,0.4841736301779747
B14,16.0,20.0,3772,2.6171322528538532e-05,0.00012191209170850924,0.00048602192937892744,0.0008690422138897685,1.7450629324931723e-06,0.0001253686219570226,0.28439244162125205,0.45243285596370697
B14,20.0,24.0,4756,1.439846052550801e-05,6.272451537370216e-05,0.00036425402011474906,0.0009420647693332285,7.80218582215737e-05,8.707172491995152e-05,0.25668415264867195,0.4513154998421669
B14,24.0,28.0,5767,2.2523104596299823e-05,0.00010265164310112571,0.000428614479440965,0.0012000903720036148,0.00018778065657807765,0.0004860866436501955,0.31104156376425135,0.47439078688621517
B14,28.0,32.0,7013,3.9307502567458035e-05,0.00018795814830809815,0.0006634303555931281,0.002409728709608316,0.00020084316329837634,0.0008423548657447097,0.3541245028522364,0.48397084474563595
B14,32.0,36.0,8456,7.290399283601128e-05,0.0003911174717359245,0.0009022089104034534,0.004808632889762521,0.00046017550882196265,0.0018236315809190273,0.3376697964448591,0.48552846908569336
B14,36.0,40.0,9841,9.066979300101209e-05,0.00041511826566420496,0.0008820735367675736,0.004999528173357248,0.0006184868172288006,0.0013074183370918036,0.3084362949710586,0.4818757474422455
B14,40.0,44.0,11335,4.800105690935687e-05,0.0002556379389716306,0.000715672330209126,0.003414322203025221,0.00014733565096558657,0.00029342398047447164,0.3000925328888443,0.4787364602088928
B14,44.0,48.0,12090,2.2690667353490423e-05,0.00010055951679532882,0.0005332153002539632,0.001959784398786721,2.0575225077556174e-05,0.00010328725220460906,0.3008397020194002,0.4776916399598121
B15,0.0,4.0,80,0.002632893424924987,0.008255819324403998,0.005545642208016943,0.007427875651046634,0.02997009283863008,0.0465559808537364,0.4118838254362345,0.48303458243608477
B15,4.0,8.0,554,0.0007107448215575601,0.0014556165202520787,0.006234969960992974,0.007690766779705882,0.004181601459053922,0.014788758195936683,0.43891206098592667,0.48798430263996123
B15,8.0,12.0,1453,0.00024289214288755146,0.0006923298002220688,0.0024835006885918936,0.004074684157967567,-7.511316360372441e-05,0.0006923297652974723,0.37446058187362946,0.48316530585288997
B15,12.0,16.0,2493,4.7351016719789386e-05,0.00017240217421203856,0.0009595074440139494,0.0016489742789417504,6.592759416044816e-05,0.00022413227998185908,0.305696141347137,0.4762718856334686
B15,16.0,20.0,3730,2.5317190074844202e-05,0.00012387952156132085,0.00047457748024515935,0.0009269887028494849,0.0001924381905790789,0.0011405474273487829,0.2848400747640527,0.47348800152540205
B15,20.0,24.0,5190,2.005851739076527e-05,8.949207003752236e-05,0.00034268142629332026,0.0009769802913069726,0.00020959328234281053,0.0011419332819059492,0.29366882165878155,0.46246107667684555
B15,24.0,28.0,6532,1.6706373604444296e-05,8.000355192052661e-05,0.00035773227115539586,0.001162448839750141,0.00010783737957207168,0.0004125773717532857,0.2918403885315722,0.45974870473146434
B15,28.0,32.0,7768,1.9328965078248668e-05,9.60255794780096e-05,0.0004050639640167484,0.0012227681581862266,0.0001083747834678786,0.00015870240604272067,0.31053602280121523,0.46800109595060346
B15,32.0,36.0,9116,2.809919983597849e-05,0.00010042175927083008,0.0004494369403792721,0.0014886858116369694,0.00022725597911337668,0.0002537109685363248,0.333120295144219,0.4798845797777176
B15,36.0,40.0,10718,3.0489245780445914e-05,0.00015028847919893438,0.0005547504826459921,0.002253801294136791,0.00020769641430277012,0.0007761725690215818,0.33595844659059515,0.48300740122795105
B15,40.0,44.0,12438,4.249683405824253e-05,0.0001845165330450981,0.0006528775697956207,0.00254614669829607,0.00030254688147519004,0.0010858306195586872,0.3310502776383002,0.4834657162427902
B15,44.0,48.0,14188,5.23651996146597e-05,0.00019596747952164113,0.0006782007995430482,0.0027728745480999346,0.00042050323541561573,0.0017995880858507,0.3123035231781715,0.4845389321446419
